user_id,action_type,target_type,target_id,result,description,created_at
93,visit_topic,topic,134,success,Visit topic,2024-03-02 02:38:00
12,visit_topic,topic,14,success,Visit topic,2024-03-02 23:14:00
64,visit_topic,topic,8,success,Visit topic,2024-03-02 00:14:00
41,visit_topic,topic,119,success,Visit topic,2024-03-02 08:32:00
,visit_topic,topic,155,success,Visit topic,2024-03-02 11:26:00
,visit_topic,topic,37,success,Visit topic,2024-03-02 02:51:00
22,visit_topic,topic,98,success,Visit topic,2024-03-02 11:23:00
,visit_topic,topic,136,success,Visit topic,2024-03-02 01:54:00
2,visit_topic,topic,33,success,Visit topic,2024-03-02 19:49:00
87,delete_topic,topic,95,success,Delete topic,2024-03-02 22:29:00
,delete_topic,topic,166,success,Delete topic,2024-03-02 04:55:00
,delete_topic,topic,103,success,Delete topic,2024-03-02 16:30:00
81,delete_topic,topic,107,success,Delete topic,2024-03-02 21:39:00
,delete_topic,topic,18,success,Delete topic,2024-03-02 20:15:00
,delete_topic,topic,57,success,Delete topic,2024-03-02 01:14:00
64,delete_topic,topic,81,success,Delete topic,2024-03-02 04:36:00
,delete_topic,topic,99,success,Delete topic,2024-03-02 10:46:00
,delete_topic,topic,158,success,Delete topic,2024-03-02 02:08:00
,delete_topic,topic,9,success,Delete topic,2024-03-02 23:27:00
21,delete_topic,topic,197,success,Delete topic,2024-03-02 15:40:00
,delete_topic,topic,41,success,Delete topic,2024-03-02 05:54:00
15,post_message,message,10,success,Posted message,2024-03-02 10:24:00
40,post_message,message,105,success,Posted message,2024-03-02 19:53:00
52,post_message,message,175,success,Posted message,2024-03-02 04:55:00
4,post_message,message,47,success,Posted message,2024-03-02 05:28:00
31,post_message,message,2,success,Posted message,2024-03-02 07:56:00
,first_visit,,36,success,First visit,2024-03-03 06:39:00
15,first_visit,,65,success,First visit,2024-03-03 21:28:00
,first_visit,,172,success,First visit,2024-03-03 13:19:00
14,first_visit,,182,success,First visit,2024-03-03 15:08:00
47,first_visit,,106,success,First visit,2024-03-03 05:46:00
100,first_visit,,19,success,First visit,2024-03-03 14:56:00
,first_visit,,144,success,First visit,2024-03-03 03:23:00
,first_visit,,152,success,First visit,2024-03-03 12:02:00
,first_visit,,27,success,First visit,2024-03-03 18:15:00
,first_visit,,115,success,First visit,2024-03-03 23:28:00
,first_visit,,173,success,First visit,2024-03-03 05:18:00
,first_visit,,179,success,First visit,2024-03-03 05:03:00
,first_visit,,130,success,First visit,2024-03-03 18:13:00
,register,,66,success,User registered,2024-03-03 14:58:00
,register,,99,success,User registered,2024-03-03 04:23:00
,register,,125,success,User registered,2024-03-03 23:14:00
,register,,107,success,User registered,2024-03-03 16:28:00
,register,,125,success,User registered,2024-03-03 03:44:00
,register,,166,success,User registered,2024-03-03 09:11:00
,register,,44,success,User registered,2024-03-03 00:11:00
,register,,139,success,User registered,2024-03-03 16:38:00
,register,,108,success,User registered,2024-03-03 09:58:00
,register,,55,success,User registered,2024-03-03 02:35:00
,register,,149,success,User registered,2024-03-03 11:19:00
,register,,93,success,User registered,2024-03-03 23:32:00
,register,,138,success,User registered,2024-03-03 16:47:00
,register,,149,success,User registered,2024-03-03 19:06:00
,register,,36,success,User registered,2024-03-03 13:59:00
79,login,,78,success,Login,2024-03-03 16:26:00
,login,,158,success,Login,2024-03-03 11:45:00
95,login,,59,success,Login,2024-03-03 08:37:00
,login,,125,success,Login,2024-03-03 16:46:00
29,login,,56,success,Login,2024-03-03 13:27:00
,login,,125,success,Login,2024-03-03 22:38:00
55,login,,44,success,Login,2024-03-03 20:19:00
25,login,,33,success,Login,2024-03-03 20:50:00
43,login,,101,success,Login,2024-03-03 17:30:00
43,login,,20,success,Login,2024-03-03 04:03:00
19,login,,163,success,Login,2024-03-03 13:03:00
,login,,181,success,Login,2024-03-03 10:44:00
,login,,19,success,Login,2024-03-03 09:37:00
99,login,,169,success,Login,2024-03-03 15:53:00
,logout,,8,success,Logout,2024-03-03 13:41:00
,logout,,148,success,Logout,2024-03-03 07:19:00
19,logout,,170,success,Logout,2024-03-03 00:16:00
41,logout,,91,success,Logout,2024-03-03 08:01:00
51,logout,,41,success,Logout,2024-03-03 00:31:00
95,logout,,108,success,Logout,2024-03-03 05:11:00
64,logout,,120,success,Logout,2024-03-03 04:29:00
,logout,,62,success,Logout,2024-03-03 15:03:00
99,logout,,59,success,Logout,2024-03-03 08:21:00
,logout,,138,success,Logout,2024-03-03 07:21:00
18,create_topic,topic,99,success,Created topic,2024-03-03 10:30:00
74,create_topic,topic,113,success,Created topic,2024-03-03 07:33:00
54,create_topic,topic,168,success,Created topic,2024-03-03 20:21:00
,create_topic,topic,23,error,Error: not logged in,2024-03-03 16:27:00
67,create_topic,topic,198,success,Created topic,2024-03-03 00:48:00
100,create_topic,topic,136,success,Created topic,2024-03-03 09:35:00
76,create_topic,topic,156,success,Created topic,2024-03-03 11:58:00
,visit_topic,topic,11,success,Visit topic,2024-03-03 05:33:00
36,visit_topic,topic,82,success,Visit topic,2024-03-03 12:18:00
,visit_topic,topic,128,success,Visit topic,2024-03-03 14:17:00
71,visit_topic,topic,5,success,Visit topic,2024-03-03 03:12:00
,visit_topic,topic,128,success,Visit topic,2024-03-03 06:01:00
55,visit_topic,topic,34,success,Visit topic,2024-03-03 08:51:00
,visit_topic,topic,113,success,Visit topic,2024-03-03 05:57:00
,visit_topic,topic,149,success,Visit topic,2024-03-03 22:37:00
,visit_topic,topic,134,success,Visit topic,2024-03-03 10:21:00
,delete_topic,topic,53,success,Delete topic,2024-03-03 04:42:00
81,delete_topic,topic,42,success,Delete topic,2024-03-03 12:23:00
67,delete_topic,topic,133,success,Delete topic,2024-03-03 21:34:00
,delete_topic,topic,31,success,Delete topic,2024-03-03 12:19:00
11,delete_topic,topic,150,success,Delete topic,2024-03-03 09:44:00
,delete_topic,topic,2,success,Delete topic,2024-03-03 14:30:00
46,delete_topic,topic,176,success,Delete topic,2024-03-03 21:49:00
,delete_topic,topic,53,success,Delete topic,2024-03-03 21:18:00
,delete_topic,topic,109,success,Delete topic,2024-03-03 23:38:00
,delete_topic,topic,49,success,Delete topic,2024-03-03 18:02:00
,delete_topic,topic,126,success,Delete topic,2024-03-03 00:48:00
87,post_message,message,94,success,Posted message,2024-03-03 01:05:00
20,post_message,message,89,success,Posted message,2024-03-03 05:33:00
85,post_message,message,92,success,Posted message,2024-03-03 08:50:00
12,post_message,message,155,success,Posted message,2024-03-03 23:09:00
15,post_message,message,108,success,Posted message,2024-03-03 02:13:00
90,post_message,message,184,success,Posted message,2024-03-03 03:39:00
81,post_message,message,169,success,Posted message,2024-03-03 19:25:00
16,post_message,message,103,success,Posted message,2024-03-03 13:06:00
10,post_message,message,167,success,Posted message,2024-03-03 22:01:00
87,post_message,message,35,success,Posted message,2024-03-03 09:08:00
76,post_message,message,160,success,Posted message,2024-03-03 10:58:00
69,post_message,message,141,success,Posted message,2024-03-03 14:20:00
43,post_message,message,190,success,Posted message,2024-03-03 16:11:00
64,post_message,message,81,success,Posted message,2024-03-03 15:49:00
,first_visit,,176,success,First visit,2024-03-04 22:14:00
,first_visit,,126,success,First visit,2024-03-04 05:59:00
32,first_visit,,69,success,First visit,2024-03-04 16:21:00
14,first_visit,,144,success,First visit,2024-03-04 15:10:00
22,first_visit,,149,success,First visit,2024-03-04 00:38:00
,first_visit,,19,success,First visit,2024-03-04 07:44:00
29,first_visit,,94,success,First visit,2024-03-04 00:32:00
,first_visit,,35,success,First visit,2024-03-04 15:08:00
52,first_visit,,60,success,First visit,2024-03-04 15:36:00
62,first_visit,,119,success,First visit,2024-03-04 08:34:00
21,first_visit,,165,success,First visit,2024-03-04 21:39:00
16,first_visit,,25,success,First visit,2024-03-04 00:54:00
,first_visit,,64,success,First visit,2024-03-04 15:58:00
71,first_visit,,82,success,First visit,2024-03-04 21:13:00
,register,,164,success,User registered,2024-03-04 02:24:00
,register,,187,success,User registered,2024-03-04 04:51:00
,register,,95,success,User registered,2024-03-04 03:40:00
,register,,156,success,User registered,2024-03-04 11:33:00
,register,,89,success,User registered,2024-03-04 19:13:00
,register,,2,success,User registered,2024-03-04 19:27:00
12,login,,33,success,Login,2024-03-04 10:15:00
70,login,,59,success,Login,2024-03-04 05:48:00
,login,,105,success,Login,2024-03-04 23:30:00
,login,,189,success,Login,2024-03-04 19:03:00
51,login,,52,success,Login,2024-03-04 08:03:00
,login,,5,success,Login,2024-03-04 04:54:00
,logout,,63,success,Logout,2024-03-04 06:10:00
53,logout,,123,success,Logout,2024-03-04 22:00:00
75,logout,,65,success,Logout,2024-03-04 01:29:00
84,logout,,18,success,Logout,2024-03-04 09:12:00
,logout,,71,success,Logout,2024-03-04 01:08:00
,logout,,49,success,Logout,2024-03-04 12:07:00
,logout,,9,success,Logout,2024-03-04 06:35:00
3,logout,,2,success,Logout,2024-03-04 17:08:00
47,logout,,88,success,Logout,2024-03-04 01:47:00
81,logout,,104,success,Logout,2024-03-04 22:54:00
,logout,,29,success,Logout,2024-03-04 20:38:00
,logout,,125,success,Logout,2024-03-04 22:29:00
14,logout,,107,success,Logout,2024-03-04 03:38:00
,logout,,39,success,Logout,2024-03-04 20:37:00
,logout,,145,success,Logout,2024-03-04 18:37:00
94,create_topic,topic,38,success,Created topic,2024-03-04 15:37:00
89,create_topic,topic,186,success,Created topic,2024-03-04 15:06:00
83,create_topic,topic,84,success,Created topic,2024-03-04 16:16:00
50,create_topic,topic,177,success,Created topic,2024-03-04 15:16:00
73,create_topic,topic,115,success,Created topic,2024-03-04 16:50:00
50,create_topic,topic,84,success,Created topic,2024-03-04 07:00:00
11,create_topic,topic,174,success,Created topic,2024-03-04 07:34:00
,visit_topic,topic,24,success,Visit topic,2024-03-04 19:46:00
,visit_topic,topic,141,success,Visit topic,2024-03-04 21:27:00
,visit_topic,topic,128,success,Visit topic,2024-03-04 06:20:00
,visit_topic,topic,18,success,Visit topic,2024-03-04 06:02:00
36,visit_topic,topic,61,success,Visit topic,2024-03-04 21:01:00
,visit_topic,topic,47,success,Visit topic,2024-03-04 02:50:00
,visit_topic,topic,155,success,Visit topic,2024-03-04 01:20:00
24,visit_topic,topic,96,success,Visit topic,2024-03-04 13:06:00
,visit_topic,topic,193,success,Visit topic,2024-03-04 01:04:00
36,visit_topic,topic,59,success,Visit topic,2024-03-04 18:30:00
39,visit_topic,topic,169,success,Visit topic,2024-03-04 14:35:00
,visit_topic,topic,53,success,Visit topic,2024-03-04 17:32:00
93,delete_topic,topic,159,success,Delete topic,2024-03-04 04:06:00
,delete_topic,topic,158,success,Delete topic,2024-03-04 00:25:00
,delete_topic,topic,24,success,Delete topic,2024-03-04 12:01:00
33,delete_topic,topic,6,success,Delete topic,2024-03-04 14:26:00
27,delete_topic,topic,69,success,Delete topic,2024-03-04 18:16:00
,delete_topic,topic,90,success,Delete topic,2024-03-04 00:07:00
,delete_topic,topic,44,success,Delete topic,2024-03-04 00:12:00
24,post_message,message,195,success,Posted message,2024-03-04 19:52:00
99,post_message,message,143,success,Posted message,2024-03-04 15:07:00
14,post_message,message,84,success,Posted message,2024-03-04 18:55:00
36,post_message,message,117,success,Posted message,2024-03-04 13:04:00
26,post_message,message,53,success,Posted message,2024-03-04 20:29:00
65,post_message,message,116,success,Posted message,2024-03-04 09:14:00
98,post_message,message,25,success,Posted message,2024-03-04 06:06:00
73,post_message,message,5,success,Posted message,2024-03-04 00:00:00
73,post_message,message,169,success,Posted message,2024-03-04 19:43:00
22,post_message,message,162,success,Posted message,2024-03-04 02:37:00
8,first_visit,,48,success,First visit,2024-03-05 23:05:00
88,first_visit,,136,success,First visit,2024-03-05 21:11:00
4,first_visit,,53,success,First visit,2024-03-05 12:15:00
41,first_visit,,25,success,First visit,2024-03-05 15:39:00
95,first_visit,,155,success,First visit,2024-03-05 17:46:00
,first_visit,,36,success,First visit,2024-03-05 05:48:00
,first_visit,,24,success,First visit,2024-03-05 00:41:00
,register,,128,success,User registered,2024-03-05 07:31:00
,register,,36,success,User registered,2024-03-05 11:11:00
,register,,47,success,User registered,2024-03-05 15:55:00
,register,,157,success,User registered,2024-03-05 06:41:00
,register,,178,success,User registered,2024-03-05 04:50:00
,login,,45,success,Login,2024-03-05 00:28:00
27,login,,90,success,Login,2024-03-05 15:10:00
56,login,,60,success,Login,2024-03-05 00:35:00
,login,,134,success,Login,2024-03-05 10:12:00
,login,,75,success,Login,2024-03-05 23:10:00
,login,,48,success,Login,2024-03-05 10:25:00
41,login,,124,success,Login,2024-03-05 02:03:00
,login,,177,success,Login,2024-03-05 10:08:00
39,login,,191,success,Login,2024-03-05 09:59:00
,login,,177,success,Login,2024-03-05 11:08:00
59,login,,39,success,Login,2024-03-05 21:06:00
78,logout,,112,success,Logout,2024-03-05 06:56:00
21,logout,,28,success,Logout,2024-03-05 14:20:00
,logout,,3,success,Logout,2024-03-05 23:14:00
,logout,,148,success,Logout,2024-03-05 08:51:00
31,logout,,163,success,Logout,2024-03-05 20:36:00
3,create_topic,topic,98,success,Created topic,2024-03-05 20:37:00
78,create_topic,topic,101,success,Created topic,2024-03-05 03:08:00
7,create_topic,topic,65,success,Created topic,2024-03-05 22:18:00
,create_topic,topic,72,error,Error: not logged in,2024-03-05 14:38:00
7,create_topic,topic,102,success,Created topic,2024-03-05 08:29:00
95,create_topic,topic,37,success,Created topic,2024-03-05 19:45:00
22,create_topic,topic,53,success,Created topic,2024-03-05 04:43:00
10,create_topic,topic,14,success,Created topic,2024-03-05 10:07:00
47,create_topic,topic,111,success,Created topic,2024-03-05 04:01:00
1,create_topic,topic,143,success,Created topic,2024-03-05 18:20:00
66,create_topic,topic,132,success,Created topic,2024-03-05 08:48:00
58,create_topic,topic,14,success,Created topic,2024-03-05 10:29:00
13,create_topic,topic,159,success,Created topic,2024-03-05 03:52:00
51,create_topic,topic,29,success,Created topic,2024-03-05 05:42:00
,visit_topic,topic,42,success,Visit topic,2024-03-05 07:16:00
,visit_topic,topic,121,success,Visit topic,2024-03-05 01:59:00
,visit_topic,topic,51,success,Visit topic,2024-03-05 13:59:00
,visit_topic,topic,151,success,Visit topic,2024-03-05 00:28:00
77,visit_topic,topic,1,success,Visit topic,2024-03-05 04:48:00
90,visit_topic,topic,180,success,Visit topic,2024-03-05 17:13:00
,visit_topic,topic,129,success,Visit topic,2024-03-05 20:25:00
,visit_topic,topic,180,success,Visit topic,2024-03-05 04:07:00
,visit_topic,topic,122,success,Visit topic,2024-03-05 15:16:00
,visit_topic,topic,54,success,Visit topic,2024-03-05 00:02:00
,visit_topic,topic,112,success,Visit topic,2024-03-05 05:25:00
,visit_topic,topic,17,success,Visit topic,2024-03-05 09:53:00
32,visit_topic,topic,112,success,Visit topic,2024-03-05 04:06:00
58,visit_topic,topic,127,success,Visit topic,2024-03-05 23:06:00
,delete_topic,topic,188,success,Delete topic,2024-03-05 17:49:00
68,delete_topic,topic,178,success,Delete topic,2024-03-05 16:39:00
,delete_topic,topic,151,success,Delete topic,2024-03-05 13:50:00
12,delete_topic,topic,193,success,Delete topic,2024-03-05 18:32:00
,delete_topic,topic,38,success,Delete topic,2024-03-05 08:18:00
2,post_message,message,124,success,Posted message,2024-03-05 09:05:00
93,post_message,message,154,success,Posted message,2024-03-05 11:53:00
57,post_message,message,104,success,Posted message,2024-03-05 17:34:00
31,post_message,message,2,success,Posted message,2024-03-05 02:30:00
62,post_message,message,25,success,Posted message,2024-03-05 01:38:00
76,post_message,message,25,success,Posted message,2024-03-05 01:04:00
68,post_message,message,2,success,Posted message,2024-03-05 12:41:00
57,post_message,message,138,success,Posted message,2024-03-05 17:52:00
83,post_message,message,58,success,Posted message,2024-03-05 08:02:00
72,post_message,message,72,success,Posted message,2024-03-05 08:35:00
66,post_message,message,94,success,Posted message,2024-03-05 22:32:00
77,first_visit,,107,success,First visit,2024-03-06 23:00:00
,first_visit,,193,success,First visit,2024-03-06 23:51:00
,first_visit,,149,success,First visit,2024-03-06 16:43:00
48,first_visit,,94,success,First visit,2024-03-06 05:26:00
,first_visit,,191,success,First visit,2024-03-06 18:44:00
,first_visit,,193,success,First visit,2024-03-06 11:14:00
,first_visit,,156,success,First visit,2024-03-06 22:30:00
,first_visit,,51,success,First visit,2024-03-06 06:44:00
86,first_visit,,190,success,First visit,2024-03-06 04:17:00
54,first_visit,,39,success,First visit,2024-03-06 01:47:00
90,first_visit,,125,success,First visit,2024-03-06 18:06:00
,register,,59,success,User registered,2024-03-06 17:39:00
,register,,19,success,User registered,2024-03-06 19:27:00
,register,,50,success,User registered,2024-03-06 00:28:00
,register,,126,success,User registered,2024-03-06 11:36:00
,register,,194,success,User registered,2024-03-06 00:50:00
,register,,8,success,User registered,2024-03-06 14:29:00
,register,,82,success,User registered,2024-03-06 03:19:00
,register,,186,success,User registered,2024-03-06 00:50:00
,register,,17,success,User registered,2024-03-06 05:19:00
,register,,139,success,User registered,2024-03-06 18:00:00
6,login,,133,success,Login,2024-03-06 07:23:00
,login,,173,success,Login,2024-03-06 08:03:00
75,login,,71,success,Login,2024-03-06 06:51:00
29,login,,133,success,Login,2024-03-06 20:55:00
47,login,,78,success,Login,2024-03-06 08:00:00
,login,,80,success,Login,2024-03-06 10:14:00
45,login,,165,success,Login,2024-03-06 02:05:00
70,login,,147,success,Login,2024-03-06 05:39:00
,login,,178,success,Login,2024-03-06 05:04:00
,logout,,145,success,Logout,2024-03-06 23:13:00
94,logout,,78,success,Logout,2024-03-06 18:56:00
61,logout,,49,success,Logout,2024-03-06 07:45:00
,logout,,1,success,Logout,2024-03-06 10:20:00
84,logout,,99,success,Logout,2024-03-06 14:16:00
57,logout,,148,success,Logout,2024-03-06 11:35:00
,logout,,127,success,Logout,2024-03-06 17:43:00
39,logout,,28,success,Logout,2024-03-06 16:41:00
83,logout,,107,success,Logout,2024-03-06 15:55:00
,logout,,15,success,Logout,2024-03-06 06:51:00
,logout,,180,success,Logout,2024-03-06 15:51:00
66,logout,,57,success,Logout,2024-03-06 14:03:00
53,create_topic,topic,99,success,Created topic,2024-03-06 15:19:00
62,create_topic,topic,139,success,Created topic,2024-03-06 20:14:00
28,create_topic,topic,68,success,Created topic,2024-03-06 07:12:00
30,create_topic,topic,149,success,Created topic,2024-03-06 13:12:00
7,create_topic,topic,159,success,Created topic,2024-03-06 11:14:00
21,create_topic,topic,197,success,Created topic,2024-03-06 15:08:00
27,create_topic,topic,13,success,Created topic,2024-03-06 17:06:00
,visit_topic,topic,186,success,Visit topic,2024-03-06 04:52:00
,visit_topic,topic,164,success,Visit topic,2024-03-06 13:58:00
21,visit_topic,topic,116,success,Visit topic,2024-03-06 00:06:00
,visit_topic,topic,166,success,Visit topic,2024-03-06 01:03:00
11,visit_topic,topic,72,success,Visit topic,2024-03-06 08:01:00
,visit_topic,topic,142,success,Visit topic,2024-03-06 21:20:00
12,delete_topic,topic,104,success,Delete topic,2024-03-06 03:43:00
44,delete_topic,topic,191,success,Delete topic,2024-03-06 18:25:00
19,delete_topic,topic,136,success,Delete topic,2024-03-06 18:11:00
,delete_topic,topic,171,success,Delete topic,2024-03-06 22:42:00
77,delete_topic,topic,29,success,Delete topic,2024-03-06 17:14:00
,delete_topic,topic,153,success,Delete topic,2024-03-06 13:41:00
,delete_topic,topic,157,success,Delete topic,2024-03-06 21:40:00
20,delete_topic,topic,78,success,Delete topic,2024-03-06 06:19:00
72,delete_topic,topic,78,success,Delete topic,2024-03-06 03:56:00
82,delete_topic,topic,4,success,Delete topic,2024-03-06 23:20:00
24,delete_topic,topic,166,success,Delete topic,2024-03-06 11:35:00
,delete_topic,topic,180,success,Delete topic,2024-03-06 13:19:00
32,delete_topic,topic,72,success,Delete topic,2024-03-06 17:51:00
,delete_topic,topic,91,success,Delete topic,2024-03-06 19:10:00
1,delete_topic,topic,52,success,Delete topic,2024-03-06 02:58:00
46,post_message,message,173,success,Posted message,2024-03-06 05:30:00
11,post_message,message,44,success,Posted message,2024-03-06 04:20:00
41,post_message,message,80,success,Posted message,2024-03-06 04:57:00
64,post_message,message,13,success,Posted message,2024-03-06 03:47:00
36,post_message,message,73,success,Posted message,2024-03-06 11:50:00
92,post_message,message,120,success,Posted message,2024-03-06 08:49:00
75,post_message,message,28,success,Posted message,2024-03-06 10:33:00
78,post_message,message,168,success,Posted message,2024-03-06 03:41:00
84,post_message,message,108,success,Posted message,2024-03-06 16:29:00
44,post_message,message,67,success,Posted message,2024-03-06 15:08:00
34,post_message,message,118,success,Posted message,2024-03-06 01:36:00
55,post_message,message,9,success,Posted message,2024-03-06 02:31:00
15,post_message,message,118,success,Posted message,2024-03-06 20:27:00
3,post_message,message,54,success,Posted message,2024-03-06 15:51:00
,first_visit,,95,success,First visit,2024-03-07 08:25:00
,first_visit,,163,success,First visit,2024-03-07 16:24:00
56,first_visit,,160,success,First visit,2024-03-07 01:09:00
,first_visit,,168,success,First visit,2024-03-07 12:30:00
99,first_visit,,130,success,First visit,2024-03-07 00:24:00
,first_visit,,19,success,First visit,2024-03-07 03:16:00
,first_visit,,112,success,First visit,2024-03-07 05:07:00
,first_visit,,92,success,First visit,2024-03-07 11:24:00
,first_visit,,146,success,First visit,2024-03-07 16:35:00
,first_visit,,27,success,First visit,2024-03-07 19:50:00
,first_visit,,191,success,First visit,2024-03-07 14:03:00
82,first_visit,,1,success,First visit,2024-03-07 05:15:00
,first_visit,,149,success,First visit,2024-03-07 08:35:00
68,first_visit,,11,success,First visit,2024-03-07 03:30:00
3,first_visit,,112,success,First visit,2024-03-07 04:52:00
,register,,111,success,User registered,2024-03-07 07:29:00
,register,,53,success,User registered,2024-03-07 01:39:00
,register,,92,success,User registered,2024-03-07 01:14:00
,register,,156,success,User registered,2024-03-07 04:06:00
,register,,200,success,User registered,2024-03-07 22:23:00
